"ADMINID","ENRORGID","PERMNUMBER","ETHNO","RACE_AMI","RACE_ASI","RACE_AFA","RACE_NAT","RACE_WHT","ADMINSTAT","ENTRYTYPE","ENRBEGDATE","ENRENDDATE","EXITTYPE","NEWENRORGID","SS504","EST","NSLELG","HOMELESS","MKSERVICE","UNYOUTH","NTRESNO","DUAL_ENR","T1SERVICES","IST1RLA","IST1MATH","IST1SCIENCE","IST1SOCIAL","IST1VOC","IST1OTHER","SST1HEALTH","SST1GUID","SST1OTHER","SY"
"SU021","PS142","1302420","2","N","N","N","N","Y","01","08","08/28/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1302423","2","N","N","N","N","Y","01","08","08/31/2016","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1302465","2","N","N","N","N","Y","01","08","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1302466","2","N","N","N","N","Y","01","08","08/29/2017","","","","N","Y","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1302513","2","N","N","N","N","Y","01","08","08/31/2016","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1302514","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1302569","2","Y","N","N","N","Y","01","08","07/21/2017","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1302579","2","N","N","N","N","Y","01","01","08/23/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1303184","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1303970","2","N","N","N","N","Y","01","02","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1304113","2","N","N","N","N","Y","01","01","02/03/2021","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1304183","2","N","N","N","N","Y","01","08","09/05/2017","","","","N","N","01","Y","Y","N","02","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1304222","2","N","N","N","N","Y","01","08","10/03/2016","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1304491","2","Y","N","N","N","Y","01","08","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1304521","2","N","N","N","N","Y","01","08","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1304565","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1304594","2","N","N","N","N","Y","01","08","09/17/2018","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1304644","2","N","N","N","N","Y","01","01","08/29/2017","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1304659","2","N","N","Y","N","Y","01","06","08/29/2018","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1304693","2","N","N","N","N","Y","01","01","10/20/2020","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1304781","2","N","N","N","N","Y","01","06","09/09/2016","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1305121","2","N","N","N","N","Y","01","08","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1305246","2","N","N","N","N","Y","01","01","09/10/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1305263","2","N","N","N","N","Y","01","08","08/31/2016","11/01/2020","01","PS210","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1305387","2","N","N","N","N","Y","01","08","08/29/2018","","","","N","Y","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1305546","2","N","N","N","N","Y","01","08","08/29/2017","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1305942","2","Y","N","N","N","Y","01","08","08/29/2018","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1306010","2","Y","N","N","N","Y","01","02","09/04/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1306230","2","N","N","N","N","Y","01","01","08/25/2015","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1306234","2","N","N","N","N","Y","01","06","09/08/2020","","","","Y","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1306263","2","N","N","N","N","Y","01","08","08/25/2015","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1306529","2","N","N","N","N","Y","01","08","03/06/2013","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1306548","2","N","N","N","N","Y","01","08","12/06/2012","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1306550","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1306659","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1306669","2","N","N","N","N","Y","01","08","08/29/2017","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1306732","2","Y","N","N","N","Y","01","08","08/31/2016","09/08/2020","06","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1306732","2","Y","N","N","N","Y","01","05","10/20/2020","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1306756","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1306779","2","Y","N","N","N","Y","01","01","09/08/2015","09/08/2020","06","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1306779","2","Y","N","N","N","Y","01","05","10/20/2020","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1307029","2","N","N","N","N","Y","01","01","10/26/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1307190","2","N","N","N","N","Y","01","01","08/27/2014","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1307258","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1307378","2","Y","N","N","N","Y","01","08","08/29/2017","","","","N","Y","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1307465","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1307622","2","N","Y","N","N","Y","01","01","10/30/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1307729","2","N","N","N","N","Y","01","08","09/12/2016","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1307982","1","N","N","N","N","Y","01","07","10/02/2017","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1308129","2","N","Y","N","N","Y","01","01","10/29/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1308235","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1308245","2","N","N","N","N","Y","01","06","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1308248","2","N","N","N","N","Y","01","01","02/14/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1308334","2","N","N","N","N","Y","01","06","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1308343","2","N","N","N","N","Y","01","01","09/08/2015","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1308445","2","N","N","N","N","Y","01","08","08/29/2017","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1308540","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1308542","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1308543","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1308544","2","N","N","N","N","Y","05","06","09/08/2020","","","","Y","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1308545","2","Y","N","N","N","Y","01","06","09/08/2020","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1309380","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1309420","2","N","N","N","N","Y","01","01","04/04/2016","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1309443","2","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1309472","2","N","N","Y","N","Y","01","06","09/08/2020","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1309873","2","N","N","N","N","Y","01","08","09/04/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1309959","2","N","N","N","N","Y","01","08","09/08/2015","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310142","2","Y","N","N","N","Y","01","08","09/24/2018","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310152","2","N","N","N","N","Y","01","08","08/29/2017","","","","N","Y","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310477","2","N","N","N","N","Y","01","06","08/26/2014","","","","Y","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310480","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310489","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310492","2","Y","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310564","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310586","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310615","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","Y","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310625","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310626","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310652","2","Y","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1310694","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1310746","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310819","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1310850","2","N","N","N","N","Y","01","06","09/16/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310874","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310889","2","N","N","N","N","Y","01","01","05/01/2017","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1310901","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1310912","2","N","Y","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1310913","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1310920","2","N","N","N","N","Y","01","01","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1310921","2","Y","N","N","N","Y","01","06","09/08/2020","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1310925","2","N","N","N","N","Y","01","08","09/03/2013","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1310930","2","Y","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1310931","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1310940","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1310944","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1310949","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1311075","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1311097","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1311126","2","N","N","N","N","Y","01","06","08/25/2015","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1311374","2","N","N","N","N","Y","01","01","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1311399","2","N","N","N","N","Y","01","01","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1311410","2","N","N","N","N","Y","01","01","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1311414","2","Y","N","N","N","Y","01","01","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1311415","2","Y","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1311490","2","N","N","N","N","Y","01","01","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1311589","2","N","N","N","N","Y","01","01","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1311605","2","Y","N","N","N","Y","01","01","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1311633","2","N","N","N","N","Y","01","01","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1313162","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1313216","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1313274","2","N","N","N","N","Y","01","08","08/29/2017","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1313309","2","N","N","N","N","Y","01","01","09/08/2015","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1313313","2","N","N","N","N","Y","01","08","11/14/2016","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1313326","2","N","N","N","N","Y","01","03","01/28/2020","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1313356","2","N","N","N","N","Y","01","08","08/31/2016","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1313401","2","N","N","N","N","Y","01","06","08/28/2019","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1313435","2","N","N","N","N","Y","01","06","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1313722","2","N","N","N","N","Y","01","01","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1313765","2","N","N","N","N","Y","01","01","09/08/2015","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1313834","2","N","N","N","N","Y","01","06","09/08/2020","","","","Y","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1313838","1","N","N","N","N","Y","01","01","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1313885","2","Y","N","N","N","Y","01","08","09/08/2015","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1314614","2","N","N","N","N","Y","08","02","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1315046","2","N","N","N","N","Y","01","06","08/25/2015","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1315518","2","N","N","N","N","Y","01","01","08/31/2016","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1315830","2","N","N","N","N","Y","01","08","08/29/2017","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1316057","2","N","N","Y","N","N","01","01","08/28/2019","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1316065","2","N","N","N","N","Y","01","06","08/28/2019","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1316279","2","N","N","N","N","Y","01","01","01/06/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1316367","2","N","N","N","N","Y","01","08","09/04/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1316381","2","N","N","N","N","Y","01","07","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1316413","2","N","N","N","N","Y","01","08","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1316427","2","N","N","N","N","Y","01","06","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1316433","2","N","N","N","N","Y","01","01","01/19/2021","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1316501","2","Y","N","N","N","Y","01","01","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1316522","2","N","N","N","N","Y","01","08","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1316547","2","N","N","N","N","Y","01","08","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1316593","2","N","N","N","N","Y","01","01","09/08/2020","","","","N","N","01","Y","Y","N","02","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1316642","2","Y","N","N","N","Y","01","08","01/09/2017","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1316685","2","N","N","N","N","Y","01","06","08/25/2015","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1316698","2","N","N","N","N","Y","01","01","01/13/2020","09/21/2020","04","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1316702","2","Y","N","N","N","Y","01","08","08/28/2019","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1316778","2","Y","N","N","N","Y","01","06","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS115","1316813","2","N","N","N","N","Y","01","06","08/28/2019","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1316821","2","N","N","N","N","Y","01","08","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1316834","2","Y","N","N","N","Y","01","08","08/29/2017","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1316909","2","N","N","N","N","Y","01","08","08/29/2017","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1317106","2","Y","N","N","N","Y","01","06","08/25/2015","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1317219","2","N","N","Y","N","Y","01","08","09/09/2016","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1317391","2","N","N","N","N","Y","01","08","09/04/2018","02/04/2021","04","","N","Y","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1317437","2","N","N","N","N","Y","01","06","08/25/2015","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1317438","2","N","N","N","N","Y","01","01","09/08/2015","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1317444","2","N","N","N","N","Y","01","06","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1317694","2","N","N","N","N","Y","01","08","08/28/2019","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1317696","2","N","N","N","N","Y","01","07","09/06/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1317716","2","Y","N","N","N","N","01","08","08/29/2017","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1317782","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1317842","2","N","Y","N","N","N","01","08","08/29/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1318000","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1318146","1","N","N","N","N","Y","01","01","08/29/2018","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1318579","2","N","N","N","N","Y","01","06","09/08/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1318609","2","N","N","N","N","Y","01","01","11/16/2020","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1318638","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1318655","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1318688","2","N","N","N","N","Y","01","01","01/13/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1318713","2","Y","N","N","N","Y","01","01","09/08/2020","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1318719","2","Y","N","N","N","Y","01","05","09/11/2020","","","","N","Y","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS142","1318751","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1318765","2","N","N","N","N","Y","01","08","08/29/2017","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1319105","2","N","N","N","N","Y","01","01","10/01/2018","","","","N","N","01","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1319295","2","N","N","N","N","Y","05","05","08/28/2019","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1319587","2","N","N","N","N","Y","01","08","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1319598","2","N","N","N","N","Y","01","08","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1319599","2","N","N","N","N","Y","01","08","08/26/2014","","","","N","N","96","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1319601","2","N","N","N","N","Y","01","01","08/29/2017","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS187","1319602","2","N","N","N","N","Y","01","01","08/28/2019","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
"SU021","PS295","1319604","2","N","N","N","N","Y","01","08","09/02/2014","","","","N","N","02","N","","","","N","N","N","N","N","N","N","N","N","N","N","2021"
